User,Card_0_Total,Card_1_Total,Card_2_Total,Card_3_Total,Card_4_Total,Card_5_Total,Card_6_Total,Card_7_Total,Card_8_Total,Year_1991_Total,Year_1992_Total,Year_1993_Total,Year_1994_Total,Year_1995_Total,Year_1996_Total,Year_1997_Total,Year_1998_Total,Year_1999_Total,Year_2000_Total,Year_2001_Total,Year_2002_Total,Year_2003_Total,Year_2004_Total,Year_2005_Total,Year_2006_Total,Year_2007_Total,Year_2008_Total,Year_2009_Total,Year_2010_Total,Year_2011_Total,Year_2012_Total,Year_2013_Total,Year_2014_Total,Year_2015_Total,Year_2016_Total,Year_2017_Total,Year_2018_Total,Year_2019_Total,Year_2020_Total,State_International_Total,State_Online_Total,State_US_State_Total,Retirement Age,Birth Year,Gender,State,Per Capita Income - Zipcode,Yearly Income - Person,Total Debt,FICO Score,Num Credit Cards,Debt-Income ratio,FICO_Category,Digital Goods & Subscriptions,Dining & Entertainment,Education & Professional Services,Healthcare,Other,Retail,Transport,Travel & Lodging,Utilities & Home Services,Avg Credit Limit,cardtype_credit,cardtype_debit,cardtype_debit_(prepaid),cardbrand_Amex,cardbrand_Discover,cardbrand_Mastercard,cardbrand_Visa,Total Cards
271,59543.06,33015.0,90640.6,438.789999999999,382575.49,160388.11,121120.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22319.18,57287.38,53692.89,56691.96,56516.54,57152.41,57697.01,58342.02,59748.55,62081.63,62109.92,60839.15,58500.1,58019.84,57643.5,9079.13,5115.61,65651.93,776953.67,67,1967,Female,IA,22502,45876,58252,790,7,1.3,Very Good,13672.96,62341.56,0.0,23218.09,215396.99,400851.8,87442.93,3090.87,41706.01,19700.8571428571,1,6,0,0,0,7,0,7
272,2100.38,203222.95,37474.92,265450.5,31938.84,42709.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29441.29,47048.97,47963.71,43235.08,47256.57,46144.22,44805.38,39265.44,45686.23,47140.81,53207.81,42753.46,41676.46,7271.46,1007.93,74107.61,507781.35,67,1982,Female,CA,28760,58637,87340,803,6,1.5,Excellent,1846.95,34160.6,13967.42,23480.03,295145.06,102068.74,34384.16,1363.66999999999,76480.26,9933.66666666666,4,1,1,2,0,3,1,6
273,2915.54,259378.36,195252.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,747.16,55034.23,53908.9,57239.3,53276.4,60149.52,52225.94,51432.15,63479.94,10052.51,4340.98,69566.64,383638.43,63,1984,Male,AR,47364,96574,265319,590,3,2.7,Fair,3502.83,68306.54,536.38,12890.88,208746.62,69628.66,26673.1,3728.24,63532.8,30814.6666666666,1,2,0,0,0,3,0,3
274,2653.7,6420.8,1660.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10735.36,0.0,237.95,10497.41,67,2002,Male,NJ,21642,44128,142368,687,3,3.2,Good,0.0,2114.43,0.0,0.0,1578.13,2371.15,3990.76,0.0,680.89,10996.0,2,1,0,0,0,2,1,3
275,359274.52,133099.2,5378.69,258934.18,50754.2,41262.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22084.58,42328.26,39746.1,43061.51,45296.12,45560.3,39935.15,39840.57,44257.31,43686.11,42804.75,40541.3,45955.02,44516.86,44046.5,46889.44,39212.53,41721.64,44927.44,45999.27,6292.04,4743.86,52869.67,791089.27,72,1942,Female,CO,22185,31942,11845,713,6,0.4,Good,15890.21,19496.94,11099.2899999999,17873.13,563583.35,103881.88,35472.28,6344.55,75061.17,18957.3333333333,2,4,0,1,1,2,2,6
276,117024.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16640.93,49386.2,43838.37,7159.39,734.87,17805.56,98484.46,66,1992,Male,VA,28410,57927,87736,557,1,1.5,Poor,2552.95,12499.05,0.0,3044.66,56822.07,26551.31,6966.55999999999,327.22,8261.07,19800.0,1,0,0,0,0,1,0,1
277,783.51,153.35,1838.49,566.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3341.53,0.0,226.06,3115.47,66,1999,Male,IA,22425,45725,102164,688,4,2.2,Good,14.29,434.82,0.0,0.0,1102.91,1509.79,131.19,0.0,148.53,12280.5,2,2,0,0,0,4,0,4
278,326415.24,314930.49,251495.95,295.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12843.14,43935.28,53281.22,59007.29,54407.61,50926.28,55380.67,51772.46,52946.36,54030.9,52246.57,55138.76,59776.41,56494.51,58400.62,58426.56,56730.51,7392.48,1745.39,86765.83,804626.41,65,1980,Male,ME,21647,44134,0,792,4,0.0,Very Good,20080.51,77601.26,15226.04,20992.67,246475.25,344467.55,83452.27,3060.46,81781.62,8538.0,1,2,1,0,0,2,2,4
279,6757.92,1562.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,734.48,7585.92,0.0,1569.07,6751.33,66,2001,Male,CA,27748,56579,79726,705,2,1.4,Good,0.0,133.94,0.0,218.5,3231.81,1760.57,1636.88999999999,164.89,1173.8,12300.0,2,0,0,1,0,1,0,2
280,148976.68,286.21,913.27,121532.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13785.98,33780.79,29150.56,30058.4,31947.04,38333.0,30418.98,27463.97,31178.0799999999,5592.34,2027.68,28612.06,241069.4,63,1983,Male,NC,22983,46864,58954,751,4,1.3,Very Good,8249.96,46440.47,393.41,2996.1,101756.8,64900.93,15682.8,341.27,30947.4,16622.5,1,2,1,0,0,2,2,4
281,199994.77,217533.19,20104.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2731.93,39889.05,34490.84,33413.62,38151.34,37933.79,42296.59,41090.97,38990.91,42614.17,39723.43,39927.64,6377.95,1397.55,59414.47,376820.21,67,1975,Female,NV,27761,56605,87970,624,3,1.6,Fair,12268.27,13165.86,120.27,29871.36,128519.6,103048.71,43339.52,764.05,106534.59,12165.3333333333,1,2,0,0,0,2,1,3
282,551754.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,977.51,29598.6,45958.95,45752.62,50413.7,42030.55,56632.16,38322.14,63230.19,56155.64,64504.02,51937.63,6240.96,409.47,106754.21,444590.99,66,1988,Female,CA,25115,51209,76900,765,1,1.5,Very Good,2238.75,21859.58,3059.06999999999,12176.08,315341.0,82437.68,61908.2299999999,2041.75,50692.53,10599.0,0,1,0,0,0,0,1,1
283,331516.18,245473.78,425023.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13076.62,58212.97,50308.46,54374.02,55351.19,59571.17,64277.18,68863.04,62755.92,63795.55,64642.96,66239.89,57888.24,63956.02,74049.18,56044.71,59154.67,9452.09,6597.94,101146.05,894269.89,69,1968,Male,FL,37424,76305,112785,692,3,1.5,Good,685.28,453385.44,7359.34,5187.37,200093.39,132240.43,47138.4099999999,9872.05,146052.17,43619.0,0,3,0,0,0,2,1,3
284,3062.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3062.29,0.0,178.329999999999,2883.96,61,2001,Male,PA,30076,61325,83899,652,1,1.4,Fair,14.24,270.2,0.0,0.0,711.87,1134.74,132.84,0.0,798.4,15569.0,0,1,0,0,0,0,1,1
285,77373.0,398738.26,708913.14,128031.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59181.86,62864.05,65739.53,62427.04,63506.62,67099.33,65620.09,68725.33,68658.64,71999.36,66059.78,70196.46,72857.87,72276.62,73691.93,71662.44,74668.36,73982.5,71000.3,10838.14,1690.38,346919.53,964446.34,69,1977,Male,CA,15583,31772,17286,734,4,0.5,Good,18017.48,36735.79,0.0,25676.26,311678.94,461197.72,361439.55,1195.63999999999,97114.87,7414.25,2,1,1,0,0,3,1,4
286,284212.06,34573.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2956.57,23050.47,31440.3,28946.82,28311.86,28128.37,28084.79,25640.2,28821.21,27842.12,32051.73,28613.7,4897.26,3852.69,35061.63,279871.08,67,1958,Female,OR,35992,73383,155191,760,2,2.1,Very Good,2804.87,46051.99,0.0,4192.89,133654.54,77561.64,20168.64,639.35,33711.48,80.5,0,0,2,0,0,1,1,2
287,82813.3,794179.9,146698.32,291625.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,937.33,67224.39,71057.92,77761.5,77507.8,72415.79,74941.03,77137.13,74630.09,79648.22,76654.11,75545.46,76142.04,78271.55,76710.08,85694.96,80828.28,81158.67,11050.78,26237.62,242403.81,1046675.7,66,1964,Male,MA,26137,53287,51026,816,4,1.0,Excellent,2643.15,102598.33,0.0,25823.56,393402.33,497641.58,206624.38,4178.59,82405.21,14262.5,3,1,0,0,0,1,3,4
288,11110.01,105390.55,37969.72,188095.45,52500.5,66599.29,88395.8,185604.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13443.24,43026.13,41181.54,46729.01,47143.73,42229.63,44190.85,45068.2,43329.29,46151.61,44984.12,42111.47,48963.3,46213.36,44758.22,43883.2,43562.15,8696.92,0.0,274376.21,461289.76,67,1931,Female,TN,19115,19225,1644,809,8,0.1,Excellent,8593.38,70371.8,18771.26,8371.23,218748.01,108069.01,246338.98,5359.99,51042.31,6054.875,3,2,3,0,2,6,0,8
289,87280.97,375174.54,2555.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7981.03,8253.91,11867.42,35813.58,36135.93,38098.06,31466.94,37084.34,36707.82,39408.75,34831.49,38599.96,33896.6,33077.19,36535.7,5252.16,5279.42,69284.52,390446.94,65,1957,Female,OH,29692,60541,160456,716,3,2.7,Good,14664.49,50643.16,1540.2,21869.57,134484.14,121695.31,37719.93,3380.34,79013.74,17949.6666666666,0,2,1,0,0,2,1,3
290,656744.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51156.26,56464.96,63218.85,58818.67,57549.95,59714.38,62463.06,61049.96,59470.71,58014.49,58916.31,9907.0,3453.45,58152.0,595139.15,61,1975,Female,MI,21639,44124,107162,850,1,2.4,Excellent,13839.02,46835.21,1860.52,20175.86,189994.54,245730.45,51048.04,248.899999999999,87012.06,1298.0,0,1,0,0,0,1,0,1
291,93307.11,106584.88,3082.32,80046.49,1491.93,170959.25,24359.09,440293.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35735.34,45938.29,51606.49,52268.77,57238.17,57992.78,52603.72,55558.4,52848.93,55933.71,57995.7,58269.86,51379.07,54579.03,53453.58,53219.39,63740.64,9763.03,5571.34,105958.4,808595.16,65,1932,Female,MI,24578,36764,839,712,8,0.0,Good,16972.33,69595.01,1005.37,3167.84,408774.8,223430.45,28730.24,1996.51,166452.35,10860.375,0,5,3,0,0,5,3,8
292,73174.22,168075.08,62104.47,679.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5654.53,17106.6,20043.44,15698.72,15803.85,15480.32,15223.91,17110.55,17452.74,19077.81,20257.85,17559.64,18665.78,18082.95,17140.68,17189.49,17815.31,16280.38,2388.83,1181.24,42178.27,260673.87,63,1972,Male,AL,14516,29597,44388,513,4,1.5,Poor,203.73,7216.83,320.039999999999,13633.55,97666.04,75778.92,26695.77,3901.36,78617.14,10443.0,1,3,0,0,0,2,2,4
293,279962.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11465.37,23725.99,21885.14,21864.16,20822.91,23932.93,19348.37,21436.37,22393.85,23373.46,21071.38,22710.14,22404.41,3527.93,0.0,61488.61,218473.8,66,1983,Female,OH,18959,38656,47523,584,1,1.2,Fair,8391.13,8867.69,0.0,21087.28,91160.46,51141.77,15694.54,360.13,83259.41,2000.0,1,0,0,0,0,0,1,1
294,408085.33,409668.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28438.01,55522.32,55631.85,55316.05,54487.54,59017.1,55537.11,56388.12,56095.71,54624.77,57107.64,54854.61,53086.12,58049.12,54339.68,9258.0,2786.97,45022.64,769944.14,64,1974,Male,NM,15385,31373,58481,637,2,1.9,Fair,10265.91,103354.78,0.0,12989.22,487270.86,96391.53,28359.31,3616.94,75505.2,3058.5,1,1,0,0,0,1,1,2
295,1461.62,1042.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2504.23,0.0,98.21,2406.02,68,1997,Female,PA,16519,33681,78326,697,2,2.3,Good,0.0,114.57,0.0,235.99,517.04,1054.15,217.01,0.0,365.47,1842.0,1,1,0,0,0,1,1,2
296,314485.22,771.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9240.67,22807.61,21746.91,23689.56,23298.14,20319.65,19166.4,19795.01,20268.76,21249.16,23302.22,21878.49,25435.64,17273.11,22574.58,3210.45,223.609999999999,54598.65,260434.1,64,1980,Male,CA,18740,38211,84427,665,2,2.2,Fair,14290.0,5283.31,2941.29,8099.68,137423.98,81818.67,29905.29,2032.28999999999,33461.85,12420.5,1,1,0,0,0,2,0,2
297,320800.55,654.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22306.26,23554.83,21900.63,23953.23,23480.26,21612.6,22614.29,26196.97,22153.05,21377.32,21507.74,22657.01,23624.32,20500.03,4016.37,0.0,51195.32,270259.59,62,1979,Female,FL,13144,26802,43444,638,2,1.6,Fair,9510.52,14343.19,0.0,19565.04,120746.43,68701.81,17327.26,355.539999999999,70905.12,7800.0,2,0,0,1,0,1,0,2
298,101308.25,32612.7399999999,25472.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1381.56,12594.49,11635.42,12254.35,13585.56,12698.29,17706.07,15046.18,14151.09,14186.8,17247.52,14548.14,2358.17,3195.18,18087.16,138111.3,65,1962,Female,TN,12427,25334,182,696,3,0.0,Good,0.0,11612.91,0.0,20132.2399999999,42950.72,51651.08,7624.55,315.47,25106.67,7746.66666666666,2,1,0,0,0,2,1,3
299,329628.83,587.63,327198.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32577.75,43731.54,45305.04,52069.4,51465.59,47144.72,48393.78,52978.08,45843.18,45717.37,47378.94,45348.59,45797.76,46296.75,7366.31,13498.8,51779.54,592136.46,67,1985,Male,PA,30361,61904,125358,639,3,2.0,Fair,327.26,98502.56,1957.73,13527.2,220581.99,177738.38,44580.06,8558.84,91640.78,7104.66666666666,1,2,0,1,0,1,1,3
300,164655.74,77968.31,1743.78,67290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298.57,9255.21,31309.1,29585.59,28300.48,28842.29,29758.63,29835.64,31440.79,28547.88,29451.2,30346.58,4685.87,0.0,14382.98,297274.85,68,1918,Female,AZ,13086,15348,1396,761,4,0.1,Very Good,1360.12,19783.13,0.0,4001.89,82699.7,95535.22,60047.06,16.09,48214.62,6585.25,2,1,1,0,0,3,1,4
301,4039.8,66073.75,203003.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4039.8,20139.01,32496.02,32247.9,29452.62,30316.26,28993.26,27972.03,30287.93,31724.75,5447.82,2635.31,30909.86,239572.23,66,1975,Female,TN,15955,32527,74331,705,3,2.3,Good,0.0,52437.99,0.0,12705.38,119451.26,39834.55,14355.66,581.47,33751.09,7637.0,0,2,1,0,0,1,2,3
302,45499.61,114047.67,7248.9,37084.23,1551.86,5160.33,4861.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4897.21,22480.01,21790.78,21040.0,24514.72,24342.45,22575.65,23165.81,22129.86,25632.5,2885.22,0.0,36895.39,178558.82,63,1969,Male,FL,21661,44170,90049,661,7,2.0,Fair,214.4,18493.87,0.0,3743.02,71181.59,67387.0,15888.22,465.42,38080.69,15298.4285714285,1,5,1,0,1,2,4,7
303,1394.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1394.13,0.0,0.0,1394.13,64,1991,Female,OR,22599,46077,101450,686,1,2.2,Good,0.0,589.35,0.0,11.16,200.99,491.22,101.41,0.0,0.0,22.0,0,0,1,0,0,1,0,1
304,50752.21,10710.55,145687.49,396953.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1891.84,24714.54,23316.47,26290.56,27782.79,24559.49,25131.07,23419.41,25972.39,22954.84,26347.92,28339.0,29995.37,29570.45,26455.77,28366.69,27670.38,28871.48,31433.02,29008.1,28837.72,29857.33,28725.35,4591.99,640.2,67532.06,535931.71,66,1961,Male,LA,11324,23092,20545,752,4,0.9,Very Good,26687.72,22273.13,0.0,16016.7,182456.01,211414.58,36457.48,839.49,107958.86,7581.75,1,2,1,0,0,4,0,4
305,888.35,3023.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3911.55,0.0,306.81,3604.74,69,2000,Male,CO,15064,30710,30956,680,2,1.0,Good,228.9,688.57,0.0,0.0,1047.96,1113.76,175.89,0.0,656.47,6150.0,2,0,0,0,0,1,1,2
306,2014.97,46912.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41955.74,6972.09,0.0,4343.16,44584.67,62,1997,Female,OK,19856,40491,81879,691,2,2.0,Good,0.0,2070.86,0.0,398.18,34405.5,6219.76,1638.95,0.0,4194.58,11162.5,1,1,0,0,1,1,0,2
307,188050.7,137816.82,201062.15,37784.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29021.21,32046.52,32649.02,29912.29,35597.8,34612.84,30267.52,39647.06,36817.61,40324.04,46833.92,31866.41,34615.81,34205.53,38684.77,33217.35,4394.41,3129.48,123400.36,438184.27,62,1975,Male,CA,25234,51454,151162,698,4,2.9,Good,14777.83,36512.09,2862.71,10872.16,237156.98,90097.15,37732.87,569.19,134133.13,7318.0,3,1,0,1,1,1,1,4
308,553689.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16452.05,48241.38,50192.28,52711.9,45359.23,51462.51,46535.13,45600.19,49778.69,44829.3,46827.54,46447.83,9251.3,3048.91999999999,109321.72,441318.69,63,1973,Female,NY,46169,94133,189899,603,1,2.0,Fair,20354.53,9670.6,369.12,9981.86,234507.86,128639.16,37245.79,210.85,112709.56,9230.0,0,1,0,0,0,1,0,1
309,168913.51,133543.28,198734.79,100173.88,493488.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14008.68,45729.3,44767.8,46018.08,42408.89,41247.68,41831.11,45984.27,46410.09,48072.94,47976.98,52990.61,47003.67,45972.21,51762.51,49059.55,47100.53,49147.59,47370.04,47434.83,43058.65,45905.77,47389.82,47774.79,8427.15,3413.08,125589.41,965851.05,72,1961,Male,FL,18005,36710,116794,786,5,3.2,Very Good,21255.42,21473.31,0.0,5582.07,322350.95,465285.97,117303.7,4695.78,136906.34,13072.6,1,4,0,0,0,4,1,5
310,131045.57,69729.18,196647.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,485.01,22786.57,35221.29,33015.83,33032.22,32653.04,34285.69,34398.15,33409.39,34103.9,32522.61,32942.47,34029.06,4536.6,2993.44,90103.24,304325.15,70,1957,Male,AL,18533,37785,81500,745,3,2.2,Very Good,4078.4,31910.08,13386.31,442.7,141107.09,76490.36,54608.05,1705.11,73693.73,11166.6666666666,3,0,0,0,2,0,1,3
311,202636.64,1669.64,270585.62,36305.18,394493.4,110165.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45781.09,55077.15,53734.3,54345.56,54286.74,55389.82,56551.63,62468.59,61262.98,61303.42,63872.35,61585.85,65569.39,63033.89,61863.46,66270.0,63825.66,9634.49,3935.45,280774.68,731146.24,66,1961,Female,WA,16537,33717,58236,698,6,1.7,Good,7858.77,85330.21,4964.55999999999,43082.92,281078.71,235472.48,283127.89,1224.81,73716.02,10753.5,2,3,1,1,0,4,1,6
312,2216.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2216.85,23.7,212.829999999999,1980.32,64,1970,Male,CA,14709,29994,100834,769,1,3.4,Very Good,14.67,10.16,0.0,116.49,1416.89999999999,183.07,198.159999999999,0.0,277.4,6000.0,1,0,0,0,0,1,0,1
313,471882.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18444.59,44393.39,44427.99,45600.28,44906.5,45595.18,45567.03,43658.35,43092.85,44517.22,44582.15,7097.07,396.229999999999,203199.85,268286.52,63,1977,Female,FL,14430,29422,58679,598,1,2.0,Fair,7003.51999999999,9255.1,0.0,6267.53,139584.12,94826.95,178306.59,480.96,36157.83,18776.0,0,1,0,0,0,1,0,1
314,62219.32,17094.05,41933.33,72074.14,61788.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5902.77,26448.32,35350.55,31633.03,27956.25,31878.31,29522.56,31995.32,30092.07,4330.5,808.25,55123.66,199177.77,67,1980,Male,PA,17405,35489,91995,724,5,2.6,Good,6999.04,8821.13,1340.67,12948.84,74683.34,47468.25,51108.09,751.5,50988.82,10189.6,3,2,0,0,1,1,3,5
315,147130.82,204051.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27709.49,32371.8299999999,34189.04,38458.4,33977.41,38191.37,36200.95,33110.44,35907.64,36013.47,5052.24,420.319999999999,28489.72,322272.24,65,1992,Female,AZ,16238,33106,108695,763,2,3.3,Very Good,1315.36,21199.24,926.74,19642.46,124867.16,100490.65,20248.09,59.85,62432.7299999999,13218.0,1,1,0,1,0,1,0,2
316,462309.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.45,55275.66,58089.86,63604.01,54083.99,60167.14,53402.66,52412.09,55887.9,9224.38,4362.9,85185.97,372760.27,65,1994,Female,IL,29281,59699,71110,688,1,1.2,Good,10660.51,30345.27,0.0,11707.96,137089.4,125912.48,97799.4,1027.83,47766.29,24826.0,0,1,0,0,0,0,1,1
